Date,Climate_ID,District,Temperature_C,Humidity_%,Rainfall_mm,Wind_Speed_kmh,Heat_Index
2022-02-11,407.0,Kegalle,26.2,85.5,0.0,28.2,
2022-02-12,,Kandy,16.9,72.3,0.0,,
2022-02-13,409.0,Vavuniya,24.9,70.5,4.3,10.1,
2022-02-14,410.0,Anuradhapura,25.6,66.6,0.0,16.2,
2022-02-15,411.0,Colombo,23.5,85.9,17.8,8.3,
2022-02-16,412.0,,25.9,78.2,0.0,12.5,
2022-02-17,413.0,Mannar,24.5,74.9,2.2,7.6,
2022-02-18,414.0,Batticaloa,24.3,73.4,0.0,14.7,
2022-02-19,415.0,Mannar,26.3,77.2,,,
2022-02-20,416.0,Mullaitivu,28.1,73.3,0.0,16.9,31.3
2022-02-21,417.0,Puttalam,27.4,73.2,0.0,18.4,29.9
2022-02-22,418.0,Moneragala,23.6,77.4,,,
2022-02-23,419.0,Trincomalee,24.5,75.8,5.7,,
2022-02-24,420.0,Gampaha,27.4,85.8,,10.6,31.4
2022-02-25,421.0,Gampaha,24.5,,0.0,17.6,
2022-02-26,422.0,,,68.4,1.3,11.6,
2022-02-27,423.0,Badulla,17.8,77.5,9.7,18.9,
2022-02-28,424.0,Puttalam,24.5,76.9,,5.9,
2022-03-01,425.0,Kegalle,25.4,78.7,10.0,10.0,
2022-03-02,426.0,,14.3,71.8,5.6,9.5,
2022-03-03,427.0,,,72.6,14.3,16.0,
2022-03-04,428.0,Ampara,25.7,72.3,2.4,17.8,
2022-03-05,,Anuradhapura,22.9,74.1,0.8,16.4,
2022-03-06,430.0,Jaffna,25.9,78.5,0.0,12.5,
2022-03-07,431.0,Nuwara Eliya,16.2,77.1,0.0,5.0,
2022-03-08,432.0,Trincomalee,26.1,67.6,0.0,15.2,
2022-03-09,433.0,Badulla,16.6,75.3,3.9,18.9,
2022-03-10,434.0,Kilinochchi,27.3,78.1,4.7,28.4,30.2
2022-03-11,435.0,Matale,,74.3,1.7,12.9,
,436.0,Colombo,24.6,87.2,0.0,11.7,
2022-03-13,437.0,Matara,25.5,90.8,7.1,16.6,
2022-03-14,438.0,Polonnaruwa,26.1,76.9,1.3,13.7,
2022-03-15,439.0,Mullaitivu,25.3,73.8,0.0,21.4,
2022-03-16,440.0,Mullaitivu,25.3,77.0,1.1,11.0,
2022-03-17,441.0,Matale,15.2,73.4,5.7,13.8,
2022-03-18,,Galle,,82.9,,19.4,
2022-03-19,443.0,Kandy,14.2,71.4,3.9,16.5,
2022-03-20,444.0,Nuwara Eliya,18.9,79.1,13.9,20.8,
2022-03-21,445.0,Vavuniya,23.4,69.5,8.4,12.8,
2022-03-22,446.0,Anuradhapura,24.2,78.9,0.8,21.3,
2022-03-23,447.0,Trincomalee,24.2,74.8,5.8,6.7,
2022-03-24,448.0,Kalutara,26.6,77.2,0.0,6.9,
2022-03-25,449.0,Moneragala,24.8,74.3,,21.4,
2022-03-26,450.0,Matara,27.1,74.4,0.0,15.0,29.4
2022-03-27,451.0,Anuradhapura,24.3,75.3,0.0,19.6,
2022-03-28,452.0,Batticaloa,25.7,76.3,0.3,15.5,
2022-03-29,453.0,Vavuniya,24.0,70.4,5.4,15.0,
2022-03-30,454.0,Kurunegala,28.5,73.3,19.1,,32.2
2022-03-31,455.0,,23.5,80.6,0.0,14.9,
2022-04-01,456.0,Puttalam,25.5,68.3,0.0,21.8,
2022-04-02,457.0,Ampara,26.0,66.1,0.0,15.3,
2022-04-03,458.0,Ratnapura,25.6,86.3,0.0,18.4,
2022-04-04,459.0,Puttalam,24.7,78.2,5.0,18.3,
2022-04-05,460.0,Moneragala,24.8,70.4,0.0,9.9,
2022-04-06,461.0,Matale,16.1,74.4,7.4,19.3,
2022-04-07,462.0,Polonnaruwa,24.8,75.7,0.0,13.4,
2022-04-08,463.0,,26.4,67.4,1.4,13.7,
2022-04-09,464.0,Hambantota,28.3,68.4,0.0,,31.0
2022-04-10,,Mullaitivu,24.2,75.3,0.0,18.0,
2022-04-11,466.0,Polonnaruwa,22.9,77.1,0.0,11.8,
2022-04-12,467.0,Colombo,24.9,82.6,6.3,15.3,
2022-04-13,468.0,Colombo,28.9,76.8,2.7,,33.8
2022-04-14,469.0,Trincomalee,23.8,78.3,13.3,23.4,
2022-04-15,470.0,Gampaha,27.5,78.2,3.5,15.2,30.7
2022-04-16,471.0,Badulla,18.5,69.0,0.0,26.0,
2022-04-17,,Batticaloa,24.2,71.7,1.0,8.5,
2022-04-18,473.0,,25.9,86.6,4.1,14.8,
2022-04-19,474.0,Matara,27.4,83.8,0.0,,31.1
2022-04-20,475.0,,24.4,,0.0,12.5,
2022-04-21,476.0,Polonnaruwa,24.7,72.2,0.0,12.6,
2022-04-22,477.0,Colombo,24.1,80.5,0.0,11.4,
2022-04-23,478.0,Batticaloa,23.5,,,23.7,
2022-04-24,479.0,Galle,24.0,70.2,0.0,22.1,
2022-04-25,480.0,Matale,14.2,69.2,0.0,17.0,
2022-04-26,481.0,Badulla,16.1,71.3,0.0,12.6,
2022-04-27,482.0,Moneragala,23.8,65.7,4.2,11.6,
2022-04-28,483.0,Kalutara,25.4,81.9,32.3,18.7,
2022-04-29,484.0,Mullaitivu,22.7,69.5,0.0,16.5,
2022-04-30,485.0,Batticaloa,25.5,77.4,0.0,14.3,
2022-05-01,486.0,Puttalam,26.5,74.1,0.0,17.7,
2022-05-02,487.0,Matale,13.3,65.9,4.4,19.5,
2022-05-03,,Badulla,16.8,67.2,0.0,14.2,
2022-05-04,,Kegalle,27.1,77.5,24.3,11.1,29.7
2022-05-05,490.0,Mannar,23.5,66.0,4.0,8.4,
2022-05-06,491.0,Matale,18.8,68.6,10.6,16.3,
2022-05-07,492.0,Trincomalee,25.9,64.8,0.0,25.8,
2022-05-08,493.0,Ampara,24.2,63.3,12.5,9.4,
2022-05-09,494.0,Mannar,25.2,70.3,5.6,20.5,
2022-05-10,495.0,Anuradhapura,26.1,70.3,0.0,11.6,
2022-05-11,496.0,,16.4,64.6,0.0,12.6,
2022-05-12,497.0,,26.1,71.4,0.0,19.6,
2022-05-13,498.0,Batticaloa,23.9,65.3,0.0,13.7,
2022-05-14,499.0,Batticaloa,25.5,68.8,0.0,16.2,
2022-05-15,500.0,Polonnaruwa,23.1,71.1,0.8,16.1,
2022-05-16,501.0,Galle,25.1,77.7,6.5,11.6,
2022-05-17,502.0,Kandy,14.9,,8.7,19.5,
2022-05-18,503.0,Colombo,24.2,75.7,0.0,14.7,
2022-05-19,504.0,Matale,18.1,67.0,11.0,8.1,
2022-05-20,505.0,Moneragala,26.9,67.0,,10.5,
2022-05-21,506.0,Jaffna,26.2,64.8,6.3,5.0,
,507.0,Badulla,14.6,67.1,0.0,15.3,
2022-05-23,508.0,,15.8,61.6,0.0,21.5,
2022-05-24,509.0,Kandy,18.1,65.8,11.4,9.8,
2022-05-25,510.0,Gampaha,25.5,76.7,0.0,17.9,
2022-05-26,511.0,Anuradhapura,28.7,66.8,5.1,17.2,31.6
2022-05-27,512.0,Jaffna,25.9,66.8,2.3,11.2,
2022-05-28,513.0,Puttalam,25.6,67.6,3.8,22.7,
2022-05-29,514.0,Colombo,24.8,79.7,11.6,13.6,
2022-05-30,515.0,Ratnapura,25.5,81.3,7.5,25.1,
2022-05-31,516.0,Matale,16.0,,0.0,6.8,
2022-06-01,517.0,,27.1,61.0,36.7,13.7,28.3
2022-06-02,518.0,Kandy,18.4,61.7,17.8,14.2,
2022-06-03,519.0,Batticaloa,24.8,63.9,0.0,14.8,
2022-06-04,520.0,Ratnapura,,74.4,,18.6,
2022-06-05,521.0,Batticaloa,23.2,62.8,7.2,30.0,
2022-06-06,522.0,Moneragala,26.8,60.7,1.7,17.3,
2022-06-07,523.0,Gampaha,24.3,74.0,8.5,15.1,
2022-06-08,524.0,Ampara,22.8,66.6,0.0,9.5,
2022-06-09,525.0,Anuradhapura,26.6,68.2,0.6,5.5,
2022-06-10,526.0,Ratnapura,29.7,73.6,0.0,20.9,35.2
2022-06-11,527.0,Mullaitivu,26.0,64.2,3.0,12.3,
2022-06-12,528.0,Kurunegala,27.3,62.2,15.2,28.0,28.7
2022-06-13,529.0,Kalutara,26.1,75.7,0.0,19.3,
2022-06-14,530.0,Colombo,25.9,72.5,7.2,16.7,
2022-06-15,531.0,Colombo,27.4,78.2,10.9,17.0,30.4
2022-06-16,532.0,Puttalam,25.6,58.7,10.7,17.0,
2022-06-17,533.0,Kilinochchi,26.4,,7.8,11.5,
2022-06-18,534.0,Matale,17.5,67.1,5.3,,
2022-06-19,535.0,Mullaitivu,25.0,66.6,0.9,12.2,
2022-06-20,536.0,Kalutara,27.5,86.6,0.0,14.9,31.7
2022-06-21,537.0,Colombo,25.7,77.3,0.0,11.8,
2022-06-22,538.0,Colombo,24.9,71.8,0.0,8.6,
2022-06-23,539.0,Matara,26.8,75.5,4.1,11.3,
2022-06-24,540.0,Jaffna,24.7,58.8,3.0,20.2,
2022-06-25,541.0,Kilinochchi,26.0,65.5,0.0,18.7,
2022-06-26,542.0,Mullaitivu,26.0,62.5,4.3,15.9,
2022-06-27,543.0,Vavuniya,27.6,69.5,12.3,17.9,29.9
2022-06-28,,Mullaitivu,26.7,63.7,3.3,9.3,
2022-06-29,545.0,Mannar,26.0,65.4,0.0,11.0,
2022-06-30,546.0,Gampaha,27.2,73.3,8.7,16.6,29.5
2022-07-01,547.0,Puttalam,29.1,72.0,0.0,10.0,33.3
2022-07-02,548.0,,27.8,63.7,0.0,15.5,29.6
2022-07-03,549.0,Kalutara,27.0,82.3,12.1,8.7,30.0
2022-07-04,550.0,Moneragala,25.0,68.3,0.0,,
2022-07-05,551.0,Ampara,25.4,66.9,0.0,18.7,
2022-07-06,552.0,Matara,26.5,76.5,18.0,20.1,
2022-07-07,553.0,Jaffna,26.1,66.6,0.0,11.8,
2022-07-08,554.0,Gampaha,26.7,67.3,9.1,7.4,
2022-07-09,555.0,Puttalam,27.1,63.9,0.0,5.0,28.5
2022-07-10,556.0,,27.8,68.4,0.0,24.2,30.1
2022-07-11,557.0,Galle,26.9,74.8,0.0,15.6,
2022-07-12,558.0,Kandy,18.7,59.4,0.0,12.0,
2022-07-13,559.0,Polonnaruwa,27.1,64.8,2.1,13.2,28.6
2022-07-14,560.0,Kurunegala,24.0,71.8,8.9,5.4,
2022-07-15,561.0,Vavuniya,25.6,70.0,,18.1,
2022-07-16,562.0,Kilinochchi,26.8,64.8,0.1,25.0,
2022-07-17,563.0,Ratnapura,25.2,78.8,0.0,11.1,
2022-07-18,564.0,Kandy,18.9,63.5,6.6,26.9,
2022-07-19,565.0,Kegalle,29.3,,5.4,14.4,33.0
2022-07-20,566.0,,28.8,61.3,,23.3,30.9
2022-07-21,567.0,Kegalle,26.7,81.3,0.0,16.5,
2022-07-22,568.0,Kandy,20.2,63.9,4.6,16.5,
2022-07-23,569.0,Jaffna,27.2,64.0,4.1,24.2,28.7
2022-07-24,570.0,Matale,17.5,63.8,0.0,18.9,
2022-07-25,571.0,Hambantota,26.1,72.6,3.1,,
2022-07-26,572.0,Ratnapura,26.5,81.5,0.0,5.3,
2022-07-27,573.0,Kalutara,26.4,83.9,11.9,7.5,
2022-07-28,574.0,Ampara,27.3,64.4,5.3,17.3,28.8
2022-07-29,575.0,Kalutara,27.2,76.2,,22.3,29.8
2022-07-30,576.0,Batticaloa,27.0,58.9,6.9,15.6,28.0
2022-07-31,577.0,Kandy,18.7,70.9,,12.0,
2022-08-01,578.0,Kurunegala,29.8,60.8,8.7,5.8,32.6
2022-08-02,579.0,Ampara,29.4,66.4,14.9,11.1,32.9
2022-08-03,580.0,Galle,25.8,71.1,0.0,15.7,
2022-08-04,581.0,Ratnapura,24.2,73.1,1.8,10.7,
2022-08-05,582.0,Moneragala,29.4,62.2,3.8,10.2,32.1
2022-08-06,583.0,Matale,16.9,63.1,0.0,14.7,
2022-08-07,584.0,Mullaitivu,,63.3,0.0,22.2,29.4
2022-08-08,,Ampara,26.2,63.3,0.0,18.4,
2022-08-09,586.0,Moneragala,25.3,68.8,1.0,16.4,
2022-08-10,587.0,Vavuniya,28.8,61.1,7.5,,30.9
2022-08-11,588.0,Moneragala,29.1,66.4,4.1,17.8,32.3
2022-08-12,589.0,Kegalle,27.1,,,14.4,30.0
2022-08-13,590.0,Kalutara,24.1,73.5,0.2,12.9,
2022-08-14,591.0,,27.2,62.6,1.4,18.7,28.5
2022-08-15,592.0,Ampara,28.6,64.6,0.0,13.9,
2022-08-16,593.0,Ampara,25.8,70.2,10.6,9.1,
2022-08-17,594.0,,28.3,66.3,3.7,22.2,30.7
2022-08-18,595.0,Batticaloa,28.0,63.4,8.0,5.7,29.8
2022-08-19,596.0,Kegalle,28.9,77.4,14.3,22.6,33.9
2022-08-20,597.0,Badulla,19.2,61.1,0.0,17.5,
2022-08-21,598.0,Vavuniya,,68.2,4.3,10.2,
2022-08-22,599.0,Puttalam,29.8,67.1,0.0,15.1,33.9
2022-08-23,600.0,Ampara,27.8,64.3,6.5,12.9,29.6
2022-08-24,601.0,Kandy,19.0,62.1,0.0,19.0,
2022-08-25,,Mullaitivu,26.6,62.0,1.4,18.9,
2022-08-26,603.0,Hambantota,27.3,67.6,0.0,17.3,29.1
2022-08-27,604.0,Puttalam,26.7,70.4,0.0,18.7,
2022-08-28,605.0,Mullaitivu,27.7,63.0,0.0,14.4,29.3
2022-08-29,606.0,Hambantota,30.6,67.3,0.0,23.8,35.8
2022-08-30,607.0,,25.9,67.2,0.0,21.1,
2022-08-31,608.0,Mannar,,63.2,5.1,12.6,
2022-09-01,,Anuradhapura,30.9,67.1,5.2,,36.5
2022-09-02,610.0,Puttalam,28.4,63.6,0.0,18.6,30.5
2022-09-03,611.0,Trincomalee,27.7,63.5,0.0,13.7,29.4
2022-09-04,612.0,Batticaloa,30.3,64.5,10.6,13.3,34.4
2022-09-05,613.0,Polonnaruwa,27.8,68.4,1.0,21.1,30.1
2022-09-06,614.0,,22.5,66.5,23.5,14.9,
2022-09-07,615.0,Kalutara,29.7,68.2,2.9,16.3,33.9
2022-09-08,,Mullaitivu,28.0,58.7,0.0,22.0,29.3
2022-09-09,617.0,,32.0,74.8,0.0,27.7,42.2
2022-09-10,618.0,Anuradhapura,27.8,69.0,0.0,12.4,30.2
2022-09-11,,Polonnaruwa,29.8,56.2,4.1,13.9,31.8
2022-09-12,620.0,Kandy,20.2,,11.7,15.4,
2022-09-13,621.0,Polonnaruwa,30.7,65.1,0.7,15.5,35.5
2022-09-14,622.0,Moneragala,31.1,72.8,0.0,16.9,38.8
2022-09-15,623.0,Batticaloa,28.8,65.7,0.0,12.5,31.6
2022-09-16,,Kegalle,27.6,78.7,0.0,8.7,31.0
2022-09-17,625.0,Galle,29.4,77.8,4.1,23.8,
2022-09-18,626.0,Vavuniya,27.7,58.7,0.0,18.1,28.9
2022-09-19,627.0,Polonnaruwa,31.8,,0.5,12.9,39.9
2022-09-20,628.0,Jaffna,28.9,68.1,0.0,17.2,32.2
2022-09-21,629.0,Galle,28.2,79.2,19.9,24.2,32.5
2022-09-22,630.0,Mannar,29.0,82.9,6.4,11.1,35.4
2022-09-23,631.0,Matale,17.7,58.9,24.3,16.1,
2022-09-24,632.0,Kalutara,27.3,84.1,9.2,8.1,30.9
2022-09-25,633.0,Moneragala,30.5,66.1,,14.4,35.3
2022-09-26,634.0,Kilinochchi,27.7,68.3,1.4,18.1,29.9
2022-09-27,635.0,Kilinochchi,27.2,67.0,0.5,9.4,28.9
2022-09-28,636.0,Kurunegala,29.5,65.5,6.1,14.1,32.9
2022-09-29,637.0,Trincomalee,30.5,64.9,16.8,19.0,35.0
2022-09-30,638.0,Mullaitivu,29.8,68.5,1.5,17.9,34.2
2022-10-01,639.0,Hambantota,30.5,63.6,3.7,9.2,34.6
2022-10-02,640.0,Jaffna,27.9,72.6,2.3,16.9,30.8
2022-10-03,641.0,,,68.0,,17.8,
2022-10-04,642.0,Ampara,31.3,65.1,0.0,15.5,36.9
2022-10-05,643.0,Nuwara Eliya,19.5,67.8,1.3,20.4,
2022-10-06,,Galle,28.6,84.7,7.6,12.1,34.6
2022-10-07,645.0,Mannar,31.0,67.5,1.1,17.1,36.9
2022-10-08,646.0,Vavuniya,29.8,71.1,3.2,9.2,34.8
2022-10-09,647.0,Matara,29.7,76.7,1.4,7.0,35.9
2022-10-10,648.0,Jaffna,32.2,72.7,2.9,18.9,42.0
2022-10-11,649.0,Hambantota,28.0,72.4,0.0,,31.0
2022-10-12,650.0,Kurunegala,30.4,77.0,9.3,12.7,38.0
2022-10-13,651.0,Gampaha,29.1,78.9,1.3,9.7,34.8
2022-10-14,652.0,Matale,20.4,72.3,0.0,19.1,
2022-10-15,653.0,Matale,22.3,70.0,10.8,7.5,
2022-10-16,654.0,Nuwara Eliya,20.8,74.8,6.2,20.0,
2022-10-17,655.0,Puttalam,29.8,66.8,0.0,17.3,33.8
2022-10-18,656.0,Matara,30.6,82.6,0.0,7.7,40.4
2022-10-19,657.0,Batticaloa,28.5,68.9,5.6,15.6,31.5
2022-10-20,658.0,Vavuniya,27.7,69.4,0.0,28.3,30.0
2022-10-21,659.0,Colombo,27.4,80.0,0.0,20.9,30.6
2022-10-22,660.0,Badulla,17.1,70.7,,10.9,
2022-10-23,661.0,Anuradhapura,32.1,69.2,0.1,18.6,40.4
2022-10-24,662.0,Ampara,27.3,70.5,20.3,7.9,29.4
2022-10-25,663.0,Galle,28.7,86.0,7.8,8.1,35.2
2022-10-26,664.0,Kegalle,28.6,83.6,0.0,14.7,34.4
2022-10-27,665.0,Vavuniya,29.5,73.1,14.5,17.8,34.5
2022-10-28,666.0,Kandy,21.2,67.8,0.0,19.1,
2022-10-29,667.0,Kandy,21.3,66.1,0.0,19.1,
2022-10-30,668.0,Nuwara Eliya,19.1,73.5,8.3,17.5,
2022-10-31,669.0,Puttalam,28.7,73.2,0.0,6.9,32.6
,670.0,Mullaitivu,29.2,78.1,2.1,14.7,34.9
2022-11-02,671.0,Badulla,19.4,69.8,11.4,19.8,
2022-11-03,672.0,Galle,31.1,81.3,0.0,,41.7
2022-11-04,673.0,Jaffna,29.5,65.6,1.5,15.9,32.9
2022-11-05,674.0,Puttalam,29.8,70.6,4.5,16.6,34.7
2022-11-06,675.0,Galle,29.7,86.2,12.9,16.6,38.5
2022-11-07,676.0,Kalutara,30.5,80.3,0.0,5.2,39.3
2022-11-08,677.0,Vavuniya,29.0,74.7,3.2,20.8,33.6
2022-11-09,678.0,Vavuniya,26.8,71.4,0.0,14.4,
2022-11-10,679.0,Kurunegala,29.3,73.5,23.3,18.5,34.1
2022-11-11,680.0,Anuradhapura,27.8,67.6,0.0,5.0,30.0
2022-11-12,681.0,Matara,27.9,82.5,7.5,23.3,32.2
2022-11-13,682.0,Hambantota,,60.2,0.0,9.2,32.1
2022-11-14,683.0,Galle,30.6,81.4,,27.7,40.0
2022-11-15,684.0,Colombo,28.8,75.7,,25.6,33.3
2022-11-16,685.0,Kalutara,29.2,87.0,3.2,8.4,37.0
2022-11-17,686.0,,31.3,75.3,34.6,19.1,40.2
2022-11-18,687.0,Kegalle,29.1,,1.7,9.9,36.0
2022-11-19,688.0,Ampara,32.6,78.3,0.0,11.8,45.8
2022-11-20,689.0,Kegalle,29.6,78.4,7.1,11.9,36.1
2022-11-21,690.0,Ratnapura,26.1,89.2,12.9,17.2,
2022-11-22,691.0,Colombo,29.9,,0.0,16.6,39.1
2022-11-23,692.0,Nuwara Eliya,20.3,71.2,12.7,9.0,
2022-11-24,693.0,Polonnaruwa,30.7,76.7,12.3,17.2,38.8
2022-11-25,694.0,Nuwara Eliya,20.7,67.8,32.9,14.0,
2022-11-26,695.0,Mullaitivu,28.5,68.9,1.1,5.9,31.5
2022-11-27,696.0,Vavuniya,26.9,69.8,10.8,12.8,
2022-11-28,697.0,Vavuniya,28.4,70.1,,23.3,
2022-11-29,698.0,Trincomalee,27.5,68.0,0.0,13.0,29.5
2022-11-30,699.0,Polonnaruwa,27.9,77.1,5.5,5.8,31.4
2022-12-01,,Batticaloa,28.9,73.1,,19.1,33.1
2022-12-02,701.0,Badulla,21.5,75.6,0.0,10.4,
2022-12-03,702.0,Polonnaruwa,28.6,71.9,4.3,16.1,32.2
2022-12-04,703.0,Kilinochchi,26.2,66.9,3.2,,
2022-12-05,704.0,,19.7,75.2,0.0,23.8,
2022-12-06,705.0,Kandy,20.8,66.5,2.0,14.1,
2022-12-07,706.0,Kalutara,27.1,83.9,6.1,9.3,30.4
2022-12-08,707.0,Puttalam,27.8,68.7,0.0,12.7,30.1
2022-12-09,708.0,Anuradhapura,28.0,,1.7,,32.4
2022-12-10,709.0,,,87.8,1.4,,
2022-12-11,710.0,Kurunegala,29.0,74.6,,23.8,33.6
2022-12-12,711.0,Trincomalee,27.8,79.2,23.4,21.2,31.5
2022-12-13,712.0,Hambantota,28.6,70.8,0.0,25.2,32.0
2022-12-14,713.0,Ampara,26.7,76.3,5.7,17.4,
2022-12-15,714.0,Mannar,27.3,74.9,0.0,,29.9
2022-12-16,715.0,,29.1,75.2,7.3,10.0,34.0
2022-12-17,716.0,Colombo,27.4,89.2,16.1,,31.8
2022-12-18,717.0,,30.6,77.1,0.8,14.3,38.6
2022-12-19,718.0,Badulla,18.4,75.3,0.0,18.9,
2022-12-20,719.0,Badulla,19.3,67.5,0.0,9.4,
2022-12-21,720.0,Kalutara,29.4,80.3,0.0,15.3,36.0
2022-12-22,721.0,Batticaloa,25.9,73.7,7.6,7.1,
2022-12-23,722.0,Moneragala,25.4,74.5,0.0,16.7,
2022-12-24,723.0,Kegalle,25.7,79.6,3.3,18.4,
2022-12-25,724.0,Kilinochchi,29.9,83.8,0.0,,38.4
2022-12-26,725.0,Mullaitivu,27.2,80.2,8.3,8.3,
2022-12-27,726.0,Jaffna,31.8,76.6,0.0,8.5,42.3
2022-12-28,727.0,Batticaloa,27.2,74.4,2.0,14.1,29.6
2022-12-29,728.0,Matara,28.3,83.3,3.1,8.0,33.4
2022-12-30,729.0,Nuwara Eliya,,70.3,7.5,21.9,
2022-12-31,730.0,Mullaitivu,31.0,74.5,5.3,17.2,39.0
2023-01-01,731.0,Ratnapura,30.1,86.0,10.8,18.0,39.8
2023-01-02,732.0,Polonnaruwa,28.8,70.0,3.3,7.1,32.3
2023-01-03,,Matara,28.5,86.3,0.0,21.5,34.6
2023-01-04,,Kandy,18.9,74.4,0.0,18.2,
2023-01-05,735.0,Matara,28.2,77.4,7.5,11.6,32.2
2023-01-06,736.0,Kurunegala,26.2,,6.7,7.3,
2023-01-07,737.0,Matale,16.8,73.3,1.3,14.6,
2023-01-08,738.0,Hambantota,27.0,82.5,0.0,12.7,30.0
2023-01-09,739.0,Kandy,17.7,77.2,0.0,12.9,
2023-01-10,740.0,Badulla,17.3,69.6,0.0,11.5,
2023-01-11,741.0,Ampara,28.0,,0.0,18.6,31.6
2023-01-12,742.0,Hambantota,28.4,68.8,0.0,5.0,31.3
2023-01-13,743.0,Colombo,27.1,89.3,0.0,22.1,30.9
2023-01-14,744.0,Polonnaruwa,29.2,73.1,0.0,20.0,33.8
2023-01-15,745.0,,25.3,74.6,2.7,16.1,
2023-01-16,746.0,Vavuniya,26.7,80.3,0.0,14.3,
2023-01-17,747.0,Batticaloa,25.9,69.8,9.9,,
2023-01-18,748.0,Vavuniya,24.2,69.4,0.0,14.8,
2023-01-19,749.0,Mannar,26.9,72.7,3.5,13.6,
2023-01-20,750.0,Kalutara,26.8,89.1,12.9,20.7,
2023-01-21,751.0,Nuwara Eliya,20.3,68.9,0.0,25.5,
2023-01-22,752.0,Kurunegala,27.9,63.7,3.5,10.1,29.7
2023-01-23,753.0,Puttalam,25.5,73.2,0.0,17.1,
2023-01-24,754.0,Matale,20.8,77.2,,9.6,
2023-01-25,755.0,Trincomalee,28.8,79.8,0.0,17.5,34.1
2023-01-26,756.0,Kegalle,27.9,83.1,5.7,,32.3
2023-01-27,757.0,Gampaha,26.7,83.3,34.5,21.1,
2023-01-28,758.0,Jaffna,25.6,79.6,0.0,,
2023-01-29,759.0,Ratnapura,26.4,77.5,2.7,15.2,
2023-01-30,760.0,Kurunegala,28.6,73.4,0.0,23.2,32.4
2023-01-31,761.0,Vavuniya,29.8,75.7,5.9,11.3,35.9
2023-02-01,762.0,Matale,19.3,76.3,1.9,18.4,
2023-02-02,763.0,Moneragala,25.3,72.5,2.1,11.8,
2023-02-03,764.0,Ratnapura,24.3,84.6,0.0,,
2023-02-04,765.0,Colombo,26.2,74.5,4.2,23.9,
2023-02-05,766.0,Badulla,14.3,71.9,6.1,13.7,
2023-02-06,767.0,Colombo,26.5,86.3,,5.0,
2023-02-07,,Kurunegala,25.8,70.6,0.0,11.6,
2023-02-08,,Trincomalee,25.3,74.7,0.0,,
2023-02-09,770.0,,23.6,76.3,,12.0,
2023-02-10,771.0,Kilinochchi,26.8,73.1,0.0,23.9,
2023-02-11,772.0,,25.2,75.2,0.2,12.0,
2023-02-12,773.0,Kegalle,,80.6,0.0,11.8,
2023-02-13,774.0,Badulla,12.7,73.7,0.0,18.9,
2023-02-14,775.0,Ampara,26.0,76.9,16.1,18.3,
2023-02-15,776.0,Vavuniya,28.7,75.1,4.9,19.3,33.0
2023-02-16,777.0,,28.5,82.1,8.5,15.0,33.8
2023-02-17,778.0,Gampaha,25.3,,3.6,20.2,
2023-02-18,779.0,Hambantota,25.1,77.4,2.2,19.8,
2023-02-19,780.0,Kalutara,26.7,76.3,0.0,20.7,
2023-02-20,781.0,Colombo,24.5,89.1,0.0,11.9,
2023-02-21,782.0,Polonnaruwa,26.5,73.2,0.9,20.2,
2023-02-22,783.0,Batticaloa,27.1,76.2,14.9,12.4,29.6
2023-02-23,784.0,Moneragala,27.8,79.3,2.7,14.2,31.5
2023-02-24,785.0,Nuwara Eliya,16.8,69.0,0.0,14.1,
2023-02-25,786.0,Ampara,25.7,71.7,0.0,10.0,
2023-02-26,787.0,Matale,15.7,73.3,0.0,6.3,
2023-02-27,,Matale,15.8,71.4,7.7,21.1,
2023-02-28,789.0,Nuwara Eliya,16.7,81.4,2.1,11.5,
2023-03-01,790.0,Kalutara,25.8,79.4,9.6,13.7,
2023-03-02,791.0,Polonnaruwa,26.6,70.6,0.0,11.3,
2023-03-03,792.0,Moneragala,24.1,73.6,3.0,13.7,
2023-03-04,793.0,Matale,18.5,68.0,4.2,,
2023-03-05,794.0,Polonnaruwa,24.9,71.2,0.0,21.4,
2023-03-06,795.0,Matale,16.2,74.1,7.1,12.0,
2023-03-07,796.0,Jaffna,24.1,71.5,,23.6,
2023-03-08,797.0,Jaffna,21.6,72.4,0.0,20.7,
2023-03-09,798.0,,26.6,70.7,15.2,12.6,
2023-03-10,799.0,,26.4,66.7,2.1,16.6,
2023-03-11,800.0,Polonnaruwa,24.8,74.1,1.8,17.6,
2023-03-12,801.0,Mannar,25.4,79.8,0.4,19.2,
2023-03-13,802.0,Hambantota,26.0,72.9,0.0,19.7,
2023-03-14,803.0,Mannar,22.9,73.7,2.1,15.9,
2023-03-15,804.0,Colombo,24.5,85.6,2.8,10.2,
2023-03-16,805.0,Puttalam,26.5,67.7,15.4,18.2,
2023-03-17,806.0,Vavuniya,23.4,79.6,6.9,13.8,
2023-03-18,807.0,Vavuniya,25.7,73.6,0.0,5.0,
2023-03-19,808.0,Kandy,14.2,79.3,0.0,17.0,
2023-03-20,809.0,Colombo,26.0,79.9,2.4,,
2023-03-21,810.0,Ampara,25.2,80.1,0.0,12.7,
2023-03-22,811.0,Matara,22.8,,2.9,15.0,
2023-03-23,812.0,Gampaha,27.0,85.0,0.0,7.2,30.2
2023-03-24,813.0,,24.2,83.7,0.0,15.7,
2023-03-25,814.0,Galle,24.1,81.8,0.0,13.4,
